,A-low-1-1,A-low-1-2,A-low-1-3,A-low-2-1,A-low-2-2,A-low-2-3,A-low-3-1,A-low-3-2,A-low-3-3,A-low-4-1,A-low-4-2,A-low-4-3,A-high-1-1,A-high-1-2,A-high-1-3,A-high-2-1,A-high-2-2,A-high-2-3,A-high-3-1,A-high-3-2,A-high-3-3,A-high-4-1,A-high-4-2,A-high-4-3,B-low-1-1,B-low-1-2,B-low-1-3,B-low-2-1,B-low-2-2,B-low-2-3,B-low-3-1,B-low-3-2,B-low-3-3,B-low-4-1,B-low-4-2,B-low-4-3,B-high-1-1,B-high-1-2,B-high-1-3,B-high-2-1,B-high-2-2,B-high-2-3,B-high-3-1,B-high-3-2,B-high-3-3,B-high-4-1,B-high-4-2,B-high-4-3,C-low-1-1,C-low-1-2,C-low-1-3,C-low-2-1,C-low-2-2,C-low-2-3,C-low-3-1,C-low-3-2,C-low-3-3,C-low-4-1,C-low-4-2,C-low-4-3,C-high-1-1,C-high-1-2,C-high-1-3,C-high-2-1,C-high-2-2,C-high-2-3,C-high-3-1,C-high-3-2,C-high-3-3,C-high-4-1,C-high-4-2,C-high-4-3,D-low-1-1,D-low-1-2,D-low-1-3,D-low-2-1,D-low-2-2,D-low-2-3,D-low-3-1,D-low-3-2,D-low-3-3,D-low-4-1,D-low-4-2,D-low-4-3,D-high-1-1,D-high-1-2,D-high-1-3,D-high-2-1,D-high-2-2,D-high-2-3,D-high-3-1,D-high-3-2,D-high-3-3,D-high-4-1,D-high-4-2,D-high-4-3
A-low-4-2,0.265150485420458,0.243781446256606,0.26910436085593,0.261067133480469,0.278351849420496,0.263443519908656,0.21392124712025,0.2374512712138,0.195101759496053,0.139011227564923,0,0.140004819945353,0.417304751025728,0.34295597688668,0.360025463155986,0.337683815779523,0.323877408962372,0.319793548893898,0.287578687725768,0.292310192007785,0.456520676890417,0.252791879455878,0.256896876143942,0.243738720769808,0.496190239752135,0.494332175062913,0.481497750214697,0.534908603106175,0.546144944757063,0.510645277960921,0.538906876032969,0.533094505627236,0.524624646096389,0.574450082755034,0.57397453563498,0.563732561774611,0.74723688003314,0.608717822196865,0.709555564656163,0.673170373653931,0.639031914647534,0.614119862432478,0.623021468494085,0.595063177223572,0.584129849984015,0.889945735047549,0.838220152346096,0.840078913795583,0.743498802427564,0.627493338921929,0.580606444256806,0.64060886229254,0.578813293447385,0.552605039324987,0.590028074930569,0.600744404345753,0.595709647481038,0.576695951018975,0.549493127594204,0.592750842842687,0.650546827761561,0.662495566295682,0.62621828948222,0.648991307729266,0.666644384705696,0.672391025730681,0.606448280294381,0.612648851159346,0.591475057489842,0.622070023401229,0.576479937013125,0.582702829874138,0.885667334109669,0.848224335201052,0.768259046745462,0.758384697685395,0.84459426970339,0.804406991459715,0.811213376868696,0.76953440956429,0.836729581171073,0.730534018795928,0.824435611940214,0.795375742703276,0.838242751301307,0.772666547040984,0.752702436262819,0.749807256895131,0.770571079653424,0.678267949233957,0.866697288562894,0.77930016703389,0.821260274172649,0.876074477674396,0.83320753834322,0.898436791062014
A-low-4-3,0.254368622938691,0.240259184441947,0.258690003444688,0.249593640862713,0.270897673454717,0.259402986817215,0.208303506979243,0.236565105981932,0.190866930882694,0.150375934635228,0.140004819945353,0,0.403346816389334,0.33048913166962,0.348767976877628,0.317805907243885,0.310459687127448,0.303372303438837,0.274160784681222,0.279065120316397,0.440164057683824,0.257480549220061,0.255989249244245,0.241318251763775,0.494980483488095,0.492949516626999,0.48547329218609,0.533871175962767,0.540937469951223,0.513972616951253,0.539835768582824,0.539079282587799,0.530782367611098,0.580154442232045,0.583546073059309,0.56909103343978,0.752184719381978,0.613968062307064,0.712256128314447,0.678269137770331,0.64246742034704,0.615221927854952,0.624101476326768,0.595927144777131,0.59071971330489,0.892862404695895,0.839970431191578,0.843816931836996,0.749505808963398,0.630215942021295,0.579850613135862,0.646053831015838,0.577365692271275,0.559173145859337,0.597115410645761,0.60759364991458,0.601738208423855,0.585079367522273,0.559756608124314,0.602473780304951,0.657115355989994,0.671527181369333,0.63503385539592,0.65402564379287,0.673860733036995,0.676798807541397,0.616257695395813,0.620146680473728,0.59672558818999,0.627212672293587,0.587974735307147,0.592382819845567,0.88709326865404,0.850147282578183,0.773487582947209,0.764607651072013,0.850298311685807,0.808404207472329,0.816160855304762,0.773121100590848,0.839970423202421,0.735395605288655,0.82923210527984,0.801295995559237,0.841311132624564,0.780315137529505,0.760264605446187,0.758601427369962,0.775627356018484,0.687321248962612,0.870888856000369,0.787164870326606,0.824457886797786,0.880330694998175,0.839041324007719,0.900770332225939
A-high-1-1,0.328890723249796,0.345959486993758,0.353521670417827,0.34481475558549,0.353024670493338,0.370655986648126,0.35916166733818,0.381437995945188,0.370007606568964,0.417758565831178,0.417304751025728,0.403346816389334,0,0.308536916064422,0.278784467509614,0.277725661924598,0.297711976426072,0.292612535408543,0.323121318015539,0.325649077858829,0.467734403845972,0.354644992573623,0.343885074353531,0.343841892450816,0.516824888080213,0.528060320812506,0.524127774539178,0.549211966815082,0.559108943493914,0.540159991564945,0.57818718320084,0.576329318726164,0.55696969703333,0.617706478419518,0.612606895166872,0.606059753346577,0.752163588909888,0.60305724240005,0.707179103827961,0.679565729368854,0.64629209143478,0.621077287860976,0.631232342835925,0.607876106379017,0.603122224086367,0.898631175435108,0.850212192399215,0.84947786567539,0.75466972488436,0.631663506029868,0.580196172369404,0.63950684167382,0.582054480942246,0.547829828655067,0.600053567376838,0.614831991583761,0.59385165801965,0.59804348992166,0.573282293840744,0.617620195648319,0.659146527504602,0.679478591967697,0.636654752365261,0.644108505691508,0.664505336142059,0.666341450582159,0.621854057726529,0.617899277759157,0.591410261601516,0.642812283167479,0.604698302235051,0.605130628510108,0.887374447456688,0.849737075839905,0.767416551467627,0.762187733597612,0.853669191420432,0.808814947190783,0.817781572876151,0.765601817608977,0.843211368892016,0.736907967558446,0.831846445546361,0.804364234384753,0.843731003809042,0.78941181851458,0.756397244348207,0.767114885687647,0.776405055978772,0.694667546140443,0.871839832708237,0.790967885579719,0.826251377834886,0.883442063048022,0.846344411946566,0.904075935810944
A-high-1-2,0.229888752943039,0.275629929681126,0.233648121712532,0.270962789840192,0.279021873383805,0.28701630171139,0.291187089716218,0.290344173660022,0.297668986026919,0.347255812170845,0.34295597688668,0.33048913166962,0.308536916064422,0,0.168936107571632,0.176368965364451,0.165305806781065,0.167012829212247,0.212257423980798,0.216859471750562,0.383360548799916,0.232740322091987,0.26925548259493,0.236694959162181,0.485430280001776,0.47292028818979,0.473308942655825,0.50558853571398,0.519569376527844,0.507339273276274,0.531646713984248,0.54666321655929,0.525790916372659,0.588083743242658,0.59650995422632,0.571532554180398,0.737190229933338,0.580694259182524,0.696635030535282,0.658694130044256,0.628834093287406,0.594479546437818,0.61569685783566,0.58855936734418,0.580478470898219,0.892883810166025,0.841936771931914,0.842628656506457,0.748468665916769,0.607421463661824,0.545971596535774,0.614335476286003,0.548434908705415,0.521339892129658,0.57114372749806,0.5828324950583,0.568658851541691,0.566929889153975,0.543875337097438,0.592383764238999,0.632030509939076,0.663079189510371,0.61744598223533,0.621529510690831,0.642531472605559,0.654328217431157,0.598756191844211,0.579871773964766,0.567945386121645,0.613621719119511,0.579461612038419,0.578078852464302,0.884436251544928,0.844940562631535,0.753566817707282,0.754344870379333,0.849045551154428,0.802052403219116,0.814194947657186,0.754021240009534,0.838220499038757,0.726472220570977,0.827503738870874,0.799546076939316,0.840900701586183,0.774849274194509,0.745075502095223,0.752443963785257,0.764716099673428,0.675092332313568,0.869700610639006,0.782303866469972,0.816355693956104,0.880222752687817,0.843211401630973,0.901807237268205
A-high-1-3,0.230687783168788,0.268888287504157,0.249096677492083,0.277639333915839,0.283883066678378,0.308860801711047,0.30544711982121,0.319944808375854,0.314391992938754,0.362618309656999,0.360025463155986,0.348767976877628,0.278784467509614,0.168936107571632,0,0.149727044752338,0.17323564564341,0.174358776298096,0.229067600152299,0.234361006083123,0.407862362428987,0.249420272921095,0.283775063305438,0.254908782600527,0.48128179324289,0.475188962220425,0.470067722278466,0.497745117609635,0.516652056933773,0.503126020497701,0.538258233704253,0.551006190081462,0.524279088729978,0.590763176898403,0.597396018487666,0.574859934862031,0.742635064983791,0.57983007584326,0.69879570591419,0.659752788172033,0.628315736726001,0.592599772950227,0.616150846262743,0.590461048170081,0.580694456249,0.896578718558242,0.847965107253171,0.847230935865929,0.745659768249204,0.60277598882062,0.544458941909239,0.61338491367993,0.55046563739127,0.513280574446166,0.572699315289827,0.582119647396188,0.568183129881392,0.568744771972516,0.54456685643278,0.589510141959978,0.631641407622741,0.657180383420705,0.61239008900809,0.620881347163329,0.640543744247283,0.648602578913695,0.597006152595442,0.581880909948458,0.565223160299605,0.614961068282484,0.576372155393274,0.575464916400355,0.886272516130475,0.844940358080719,0.751427894980543,0.752616062548243,0.847230615423673,0.800885584649687,0.81134312460393,0.754906894337671,0.837766623064382,0.727185568336821,0.826423355869077,0.797839108494991,0.839625870079038,0.77374730019991,0.741488867588156,0.747863373397924,0.75799657550702,0.670576669096345,0.869614166767304,0.778090518167586,0.815621180162398,0.879920477930422,0.843535555202985,0.902304525315395
A-high-2-1,0.220446144032291,0.251041033108274,0.236824091161851,0.255319530508687,0.268412796324429,0.285979336356166,0.278590183366869,0.296782921638883,0.289284900845118,0.34088184537076,0.337683815779523,0.317805907243885,0.277725661924598,0.176368965364451,0.149727044752338,0,0.163102056212912,0.161092185492604,0.213056945419981,0.223470772826389,0.402568545929466,0.239783747084637,0.263594334455209,0.235051915277042,0.472984374397593,0.464839095578103,0.461381398308814,0.492623846272985,0.505481318944545,0.497313723815483,0.538625347063193,0.550055600923206,0.518984876417401,0.589596275174721,0.593852194774759,0.571985930045175,0.742375656527512,0.583394908982549,0.698449924142212,0.662863639413685,0.628877166805025,0.591346227352509,0.612412162951094,0.588991502265877,0.581947293691241,0.896881128311999,0.843514034434505,0.845826305269124,0.747064020367963,0.603294089574195,0.5461657979637,0.615220982809144,0.545431059232942,0.519070791048538,0.575313563171451,0.581384601975711,0.57081924597561,0.571078269777144,0.546295112581662,0.590935918573446,0.634017925454602,0.657807137300415,0.613059919913742,0.621680502868926,0.643935476358159,0.651475992981832,0.596962842946361,0.58641805319604,0.564185470623013,0.617207968835322,0.577624737029952,0.576976713563977,0.885192176339191,0.846258335464118,0.75570574365037,0.754279890515187,0.848980467426552,0.802808221069508,0.812487803444834,0.757197103185094,0.838155624925159,0.728719114439535,0.827438631371372,0.800258723664755,0.839215009978786,0.775021820589768,0.742482542717109,0.752076478222702,0.763959807257078,0.674335674436882,0.869246874350637,0.780531976939069,0.817414266052583,0.880114722139271,0.840921090415356,0.90200186582617
A-high-2-2,0.225955986329514,0.253893140956525,0.231530659133596,0.264653812982591,0.276082960354284,0.287254471092835,0.277142620953578,0.288788131631118,0.286757012428027,0.332866102968766,0.323877408962372,0.310459687127448,0.297711976426072,0.165305806781065,0.17323564564341,0.163102056212912,0,0.15428599894918,0.195426072283217,0.202059016154311,0.386795747065351,0.218890259091928,0.254714210488715,0.216340785906312,0.471321223306716,0.461684841368352,0.462548802663315,0.49065853297153,0.508053030066855,0.488628275892814,0.518251078509352,0.528254858121952,0.509499957623134,0.572419208187775,0.579938029478597,0.556883580324992,0.735202355315137,0.578296004361277,0.692702795257895,0.651563803984954,0.618808724316732,0.584670369001101,0.603726893840393,0.578533999015014,0.568940763454861,0.888887150138116,0.838242406829744,0.836924928154212,0.738075900094346,0.601803527431993,0.541995810026236,0.608955561880406,0.541239969802173,0.515182109201292,0.559455081906286,0.575054548531413,0.565093582826927,0.560210856926185,0.535686840337315,0.579808969079713,0.621659384174407,0.649856191601682,0.60759376437413,0.618483071894469,0.636481829168657,0.647997576838305,0.589811490119032,0.575421186012012,0.563213920870071,0.605044157981283,0.564834577897269,0.565871769250463,0.882340380777495,0.841289093605561,0.748251828651931,0.748986487854742,0.843363314696136,0.796261922820564,0.806524661899208,0.751406691459657,0.832321931226554,0.720336414159919,0.819595818248897,0.790212211474702,0.833597592031021,0.766833315433554,0.737211046902806,0.742375557556854,0.755382617141563,0.663597733203595,0.863305359516638,0.772214018758012,0.810003699802621,0.874000383147902,0.834677280697026,0.897464864574245
A-high-2-3,0.211501134944712,0.235095655425063,0.227922017451948,0.236996940711247,0.252682960883702,0.267267722868905,0.261887924891354,0.269623397434236,0.273555277948539,0.322710858397547,0.319793548893898,0.303372303438837,0.292612535408543,0.167012829212247,0.174358776298096,0.161092185492604,0.15428599894918,0,0.177081660743804,0.188533372475021,0.391009225874719,0.231141179903842,0.242376280539768,0.217723947026307,0.478753235081099,0.468728290981574,0.46892239860281,0.504658921083985,0.516997606355285,0.500749292053696,0.533116097940821,0.542017653773656,0.521383054443591,0.586204019869238,0.591216169086839,0.568420905402234,0.737838146393936,0.577906724385288,0.695533121727974,0.657851127358853,0.626176377768239,0.587954547198333,0.606081866325268,0.581710142977881,0.577582949532467,0.893964588327955,0.841310440327349,0.84351466634182,0.745162503325669,0.603013442736298,0.543724395749518,0.610748709233642,0.54056982646225,0.5166941209275,0.567686578410922,0.578100682711392,0.562846343726173,0.566454527287139,0.538278880343101,0.59005012178064,0.632332453154317,0.656834636062652,0.611633836617637,0.616041248392077,0.639398042416865,0.64721931124488,0.591712617332016,0.579785014239321,0.561074615560469,0.61096382138794,0.573065989046342,0.573066084994113,0.88322643659457,0.844702757584864,0.752810633359832,0.751082104296662,0.847576266235925,0.801015155816786,0.809268870312147,0.75330813066071,0.836535393926638,0.722410198535613,0.824673369400663,0.794252583645709,0.836925209983673,0.771024812140073,0.741705181174819,0.747798789454145,0.761605024881357,0.671224970213197,0.867540357609631,0.777399548438826,0.81516763500987,0.878364756080923,0.840488913252053,0.900662502762785
A-high-3-1,0.232222476352896,0.243004031926542,0.231142226638712,0.242291061531391,0.26214695783194,0.270163507537428,0.257956021580481,0.256853929255448,0.263875894553763,0.291057485877933,0.287578687725768,0.274160784681222,0.323121318015539,0.212257423980798,0.229067600152299,0.213056945419981,0.195426072283217,0.177081660743804,0,0.140696330707985,0.383036762012685,0.207158578144795,0.21554160609266,0.189441025680828,0.49686012888212,0.490270349745195,0.489600306098192,0.524148286208485,0.537502106445134,0.516911514792309,0.53871234972865,0.54955880452639,0.530933796312166,0.590504166931747,0.593960426356454,0.571186574528942,0.742440695126719,0.58961771855784,0.699379150117136,0.666407796365426,0.635121694590591,0.601329168201621,0.612347989511329,0.586830912388868,0.584648875709673,0.893316252169317,0.840402818541074,0.841440438174861,0.751666322031225,0.617165765067625,0.55556505054105,0.622481149965004,0.555845851704761,0.536140515906034,0.575530359805258,0.590567861514413,0.576825891267853,0.576069640764292,0.55022806756337,0.604397169507513,0.641429238426099,0.67128965589832,0.624100854938127,0.626844573072604,0.650871443210705,0.65847638314294,0.604244107279053,0.588860133818771,0.573995343570582,0.616538933362938,0.583459027938358,0.585727726261622,0.88733111824128,0.848678249490203,0.759940501805561,0.756332451712672,0.851119380364483,0.805898062444896,0.814864659831686,0.759854898100604,0.838436612386122,0.726321469979167,0.829037608978802,0.800755794789191,0.840922079292303,0.778003633119617,0.749180649335264,0.759444245343893,0.772386225811801,0.684944756852865,0.869225359364947,0.784226614404534,0.820352572806968,0.880266186780292,0.842887324691478,0.902239614777854
A-high-3-2,0.242982443934395,0.255729872162182,0.236694455075157,0.249096901893126,0.265560618088655,0.277703595664038,0.266318015683375,0.260656900077951,0.26955832576506,0.295162624712904,0.292310192007785,0.279065120316397,0.325649077858829,0.216859471750562,0.234361006083123,0.223470772826389,0.202059016154311,0.188533372475021,0.140696330707985,0,0.395460260667991,0.208671058072814,0.212581274272917,0.193848629373627,0.49651435013367,0.487655861529394,0.488649361847362,0.521058450783553,0.53566547413484,0.516370665538303,0.537977337137808,0.545345442380308,0.529766702310928,0.590136526059992,0.591907661199516,0.570991986235942,0.739847802971833,0.584259003991912,0.699508644020038,0.665413430360721,0.631902013746023,0.602387294954552,0.606362654543644,0.580478701594289,0.57948444551654,0.892754472225665,0.837594103686285,0.840986376582157,0.748598138216956,0.614162172579473,0.549752569847366,0.617640914366603,0.550854497390364,0.525941804550518,0.569890516763632,0.587132126300751,0.568896161659552,0.572655440948045,0.542708646614936,0.599557094716119,0.638188149889127,0.669020866077982,0.618655871139576,0.624878222533937,0.64775984871824,0.655343244359927,0.598993689282816,0.586547874245232,0.568507557909443,0.614313113643113,0.57823000565918,0.581147307104258,0.885494703015501,0.84550206352423,0.758211806015308,0.754754983299473,0.849261311579632,0.803888524879491,0.812315063459627,0.757132421157556,0.836362339494088,0.724225267469945,0.82609906731228,0.798184587390069,0.839193526519148,0.775734864583447,0.749029126520139,0.757456238879007,0.769620691364518,0.679716037463755,0.867971949510423,0.781871552913608,0.817867846963761,0.878559021588242,0.841007581151072,0.900899692551106
A-high-3-3,0.409914839515855,0.432602220947969,0.397815202191166,0.415467920724271,0.417671764681796,0.430419501149202,0.421517997922168,0.406522909188374,0.433552486179813,0.45457642722938,0.456520676890417,0.440164057683824,0.467734403845972,0.383360548799916,0.407862362428987,0.402568545929466,0.386795747065351,0.391009225874719,0.383036762012685,0.395460260667991,0,0.416354192303769,0.432947430478412,0.404837919458906,0.573260897021013,0.598973036631456,0.596509702165757,0.601413520260339,0.602365253930502,0.582011432035666,0.593484803417527,0.611418031673705,0.602581275691621,0.633911040197485,0.647133819212684,0.623344895435376,0.7598333967311,0.645232770305036,0.72608441976323,0.698039036570998,0.674898904342169,0.66037943274146,0.649057190611781,0.635596725519397,0.63568274751303,0.898307002082115,0.851335269944521,0.850709212648092,0.777961068713278,0.670598918883101,0.621810494477875,0.664678585050137,0.616840895044215,0.61431263836013,0.611202191135351,0.63537933705467,0.627406628950903,0.613923746189664,0.590696493170788,0.640868231658417,0.672045444472293,0.702359809350702,0.670727735819478,0.636675382729733,0.689633432570375,0.693349294945676,0.647717108588591,0.632202674893691,0.635444452283216,0.662063534212286,0.638318236020993,0.627255488001299,0.897594037374975,0.860453661573208,0.776145319407644,0.782454584680733,0.866568117976443,0.824457664356385,0.833597390289334,0.767308675214089,0.853927945538717,0.751773201786733,0.845998704617238,0.818948130250846,0.858142450202381,0.80179218437195,0.779041031600401,0.776145559514213,0.786538471862691,0.707458440282529,0.883334313909553,0.806178911735306,0.838999076410447,0.889189421504158,0.861879114277307,0.91023355191114
A-high-4-1,0.27236700345772,0.292374993428115,0.263983969586901,0.309249605795369,0.324935551270673,0.32629716418591,0.297517496941536,0.297776672184972,0.2923319978537,0.259079442326402,0.252791879455878,0.257480549220061,0.354644992573623,0.232740322091987,0.249420272921095,0.239783747084637,0.218890259091928,0.231141179903842,0.207158578144795,0.208671058072814,0.416354192303769,0,0.209145918250577,0.144110026216477,0.495217325286442,0.48817416723129,0.483441903917752,0.519459676433401,0.536702725647731,0.510083266664783,0.53748005244316,0.54493484928513,0.527087306674109,0.583416801424558,0.586743802509499,0.567038255445586,0.745983675980519,0.597806140003927,0.706552164499315,0.664829805650891,0.632550019377546,0.602517257809425,0.616388227924775,0.590914627549456,0.581277507424131,0.89281929298984,0.839797832820374,0.841807493037879,0.747063892779131,0.617338134616724,0.558243285608753,0.624576118915371,0.560987435222348,0.535124634743588,0.576458583846453,0.586505274154919,0.581989477683083,0.566151643783519,0.546273383384823,0.588904617868864,0.635486601314639,0.661760599415521,0.622782215938232,0.632353857431,0.651994323309334,0.66402883102016,0.603379621056046,0.586806998127038,0.57965579531617,0.611266144747384,0.569846555071048,0.57490257896328,0.887287597303646,0.848137682349475,0.761128383613462,0.760393989503985,0.850363158718422,0.805638327132787,0.816441340783474,0.762619983362947,0.84040222471728,0.72958330359626,0.829771919804389,0.80053950887093,0.842434362464635,0.775323996734878,0.749028847033431,0.753220777187959,0.768583230541899,0.675675252829106,0.869721895010823,0.782843505015275,0.82106551485683,0.880503159107167,0.843729616095038,0.903794834403145
A-high-4-2,0.275888556956339,0.288398730629521,0.277811868841843,0.280858073244121,0.292958117369863,0.302659667298763,0.272562330365871,0.286260570520199,0.280534531245216,0.26422165694607,0.256896876143942,0.255989249244245,0.343885074353531,0.26925548259493,0.283775063305438,0.263594334455209,0.254714210488715,0.242376280539768,0.21554160609266,0.212581274272917,0.432947430478412,0.209145918250577,0,0.191407154255528,0.503406382434886,0.493553963434476,0.491933189349901,0.53289869031455,0.549082834314512,0.524321958255358,0.556515599968506,0.553252963756898,0.53639986986376,0.594241356117905,0.577453087696406,0.580369221529851,0.747884887371232,0.59609901581692,0.70821549297688,0.677448073684903,0.640436001426589,0.612347680478543,0.614529591465784,0.590244579077686,0.5896176953669,0.890658405297249,0.835346792197476,0.840316443502156,0.748943719149549,0.624597915244578,0.56950011237866,0.630777501083606,0.559799356085877,0.541995397813576,0.587521158122599,0.602537231476455,0.583048197536255,0.582875273537519,0.551632119739923,0.603553896353915,0.649142149497708,0.672153578818454,0.618742067763757,0.641234113498307,0.659405246272962,0.66139296759366,0.602818038063019,0.607700695922023,0.574621344614922,0.624208648522166,0.588600919472132,0.59115063386432,0.884003636095432,0.846647054667525,0.763159411753398,0.756547985640686,0.844831788292566,0.802915956975295,0.810694291884084,0.761258957167741,0.83461188434806,0.72800589953366,0.823095660825048,0.797060887639008,0.838977117673,0.77495645972488,0.752961327015024,0.76097777765874,0.773077139358097,0.685657067186015,0.866783583781101,0.78338347671557,0.820654789621297,0.877391930967217,0.835216862478417,0.898458290640474
A-high-4-3,0.263313759244458,0.279864136642652,0.252251242780616,0.29622076887337,0.30994089916201,0.313722027465381,0.278633476515297,0.28353845400123,0.277401678943975,0.257285990848966,0.243738720769808,0.241318251763775,0.343841892450816,0.236694959162181,0.254908782600527,0.235051915277042,0.216340785906312,0.217723947026307,0.189441025680828,0.193848629373627,0.404837919458906,0.144110026216477,0.191407154255528,0,0.49634108013819,0.491544957478507,0.489470275481449,0.519222012387207,0.537350770617238,0.512373595615672,0.542126076185866,0.548651199807247,0.532402735762054,0.587219862984018,0.589401760749754,0.570279230679262,0.750175364727695,0.601349801184071,0.70730836136365,0.670469173555773,0.636223327100204,0.603619304845142,0.614140997132939,0.59251328305644,0.583244127951632,0.893813265627085,0.838285555741493,0.84306089019201,0.746285990698219,0.617683771377988,0.559777675957782,0.625764450303398,0.555542997957431,0.538192960672884,0.580196557431436,0.594218729315719,0.58570591020958,0.574578217132015,0.550184448825091,0.596207297170634,0.637237076990821,0.666492486711775,0.624835168521394,0.637647411153354,0.653074843497179,0.662451908914485,0.60694478133281,0.594325909468248,0.578121788063853,0.615371658884219,0.57702009069393,0.580801288519578,0.885926362009987,0.84841847902846,0.76346195020629,0.760329300986211,0.84926098086407,0.805595154137747,0.816657563343524,0.764089363694312,0.839732484887348,0.73159270641391,0.829836779216996,0.800409912998654,0.842801577750601,0.778089627118475,0.751125057071088,0.757628871798201,0.772710029175871,0.681400857207866,0.872163296175661,0.785177061574436,0.820806423016438,0.881043463392413,0.841742022523218,0.901267032351279
B-low-1-1,0.479747994875333,0.482859260838099,0.4933814446349,0.487137486365194,0.502391513441632,0.503082907995697,0.486748429849547,0.500295703369458,0.492733130190853,0.500814560651197,0.496190239752135,0.494980483488095,0.516824888080213,0.485430280001776,0.48128179324289,0.472984374397593,0.471321223306716,0.478753235081099,0.49686012888212,0.49651435013367,0.573260897021013,0.495217325286442,0.503406382434886,0.49634108013819,0,0.28999820218779,0.289738704994375,0.335890024811117,0.265430826374522,0.305446826581434,0.374544239616485,0.371109023379356,0.280340027371641,0.399176742855746,0.406846671644426,0.388696849721216,0.636935244016367,0.482253629314324,0.5922316809158,0.54219038539743,0.532187624682619,0.473891932741366,0.491112682413626,0.477133347677473,0.44465826199676,0.834935317631617,0.772859918032745,0.763159334840911,0.660616425063422,0.507360429855857,0.477651214962127,0.510018038194771,0.442259352352071,0.489859274712408,0.490140199915703,0.504465019031364,0.478126751673709,0.494180284725806,0.47678674481061,0.490054201809085,0.527669991959988,0.537630467758049,0.517860742664098,0.509045086533266,0.5257471917672,0.540915323810619,0.486228753732346,0.497377240557715,0.470909687062616,0.515246370852405,0.472832783074702,0.463693440270584,0.833055745223444,0.766616847492683,0.667032172184366,0.665217461612272,0.770181666572467,0.715366519420139,0.738161309212331,0.661696115355648,0.744469568773674,0.628940348395064,0.74239539225439,0.710850858123166,0.779710861622626,0.672152795532482,0.636783020327166,0.671029804553809,0.688660484123954,0.583760679855475,0.79500718050777,0.673924994566849,0.733169841423908,0.814063798898155,0.743497100439117,0.837960405403361
B-low-1-2,0.471494557095997,0.478883953874194,0.48640306803947,0.476075256467602,0.480742012436768,0.490464736671897,0.480785032818053,0.49225854046917,0.482016537929697,0.507901737641549,0.494332175062913,0.492949516626999,0.528060320812506,0.47292028818979,0.475188962220425,0.464839095578103,0.461684841368352,0.468728290981574,0.490270349745195,0.487655861529394,0.598973036631456,0.48817416723129,0.493553963434476,0.491544957478507,0.28999820218779,0,0.153098612628307,0.307218803651399,0.302421944906575,0.292007890012375,0.355833296415961,0.340255308655117,0.291467352529282,0.396994611673122,0.411190111308869,0.373507719481814,0.61422661937574,0.472574009992885,0.590092481467256,0.536961699723128,0.530956075201611,0.459134800465342,0.473482229120678,0.462916693718484,0.435497087375994,0.820069855484427,0.75810303463694,0.752874797299951,0.633953677861203,0.459890812456756,0.452176935781486,0.472141586592148,0.422252103968405,0.485861565689276,0.508181872159784,0.528210811484574,0.5061939964631,0.523414460283408,0.506366324323563,0.513411020047858,0.537652617709605,0.556082947438744,0.523284177692683,0.525790206175912,0.529593023131103,0.511184285689013,0.513366885202863,0.514187492933458,0.482793849011896,0.499322423040928,0.485170486898069,0.477219275876248,0.792608329871502,0.726817189560369,0.630149525346011,0.637387941756525,0.724310690755315,0.67299594631432,0.699852689348638,0.630279942544512,0.690388171802239,0.602363888891527,0.725023741576715,0.714459414802425,0.767221909798426,0.657395863960728,0.584127654241853,0.66932305387546,0.684728396538668,0.601931809162601,0.78725011990463,0.668371935088705,0.722345542808732,0.791031076176975,0.740861169331655,0.827869834049171
B-low-1-3,0.471039990751815,0.477327535700377,0.487396198843545,0.476960753170662,0.488821913707184,0.491047806951161,0.478731930684972,0.494980282990841,0.474734802252512,0.49394306296726,0.481497750214697,0.48547329218609,0.524127774539178,0.473308942655825,0.470067722278466,0.461381398308814,0.462548802663315,0.46892239860281,0.489600306098192,0.488649361847362,0.596509702165757,0.483441903917752,0.491933189349901,0.489470275481449,0.289738704994375,0.153098612628307,0,0.332843700401667,0.329927200100909,0.306332664912704,0.36974792423575,0.357389225186737,0.313333149323136,0.414193449620029,0.426724897822489,0.38714120346106,0.624662512926106,0.489275711409329,0.606059564238451,0.548499458469618,0.541153858063509,0.467928169429969,0.500317045214736,0.485603221866776,0.451702038989221,0.831607656463339,0.771931041545825,0.766119668779028,0.637367583242243,0.476981556971493,0.458940031704838,0.490420862610641,0.42761013702064,0.488800418569603,0.510212542988445,0.524061865546823,0.506107360035184,0.512416063874463,0.499149480649995,0.510601995448149,0.5365286397561,0.547742508204283,0.521620027772802,0.528966068265011,0.531451203910663,0.524623540572961,0.508829146877965,0.514057789450035,0.487979209336634,0.506539067074972,0.479012296475557,0.471406562333758,0.804707907122481,0.740364530206726,0.646613916774782,0.648407205494859,0.736691252058601,0.686910445347617,0.71495557621072,0.641925999109009,0.706463365419391,0.60538877731378,0.728069944873244,0.715452982176954,0.768950524180871,0.657525214445841,0.597242605274212,0.666686670384901,0.685246723349713,0.597869485356433,0.789842890372891,0.672649776383769,0.7255861987528,0.793343073719038,0.739824020487157,0.829036685805404
